Lot_Area,Bldg_Type,House_Style,Overall_Cond,Year_Built,Roof_Style,Exter_Cond,Bsmt_Cond,Central_Air,Electrical,Bathroom,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bedroom_AbvGr,Kitchen_AbvGr,Fireplaces,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Fence,Year_Sold,Sale_Condition,Sale_Price
10152,OneFam,One_Story,Above_Average,1956,Gable,Typical,Typical,Y,SBrkr,2,1124,0,1124,3,1,1,1,353,0,211,180,No_Fence,2006,Normal,153000
10011,OneFam,One_Story,Above_Average,1957,Gable,Typical,Typical,Y,SBrkr,1.5,1236,0,1236,2,1,1,1,447,0,0,0,Minimum_Privacy,2006,Normal,134450
7032,Duplex,SFoyer,Average,1979,Gable,Typical,Typical,Y,SBrkr,2,943,0,943,2,1,2,2,600,42,0,0,No_Fence,2006,Normal,135960
8092,OneFam,One_Story,Very_Good,1954,Hip,Good,Typical,Y,SBrkr,2,1050,0,1050,3,1,0,1,286,0,0,0,No_Fence,2006,Abnorml,156000
11310,OneFam,One_Story,Average,1954,Hip,Typical,Typical,Y,SBrkr,1,1375,0,1375,2,1,1,2,451,0,30,0,No_Fence,2006,Normal,140000
12778,OneFam,One_Story,Above_Average,1952,Gable,Typical,Typical,Y,FuseA,2,1008,0,1008,2,1,0,1,280,0,154,0,Minimum_Privacy,2006,Normal,139500
10170,OneFam,One_Story,Above_Average,1951,Hip,Typical,Typical,Y,SBrkr,1.5,1575,0,1575,2,1,1,2,400,0,0,0,No_Fence,2006,Normal,155000
7700,OneFam,SLvl,Good,1956,Gable,Typical,Typical,Y,FuseA,1,1145,0,1145,3,1,0,2,684,0,0,0,Good_Wood,2006,Normal,127000
11050,OneFam,One_Story,Average,1956,Hip,Typical,Typical,Y,SBrkr,1,1005,0,1005,2,1,1,1,319,0,0,0,No_Fence,2006,Normal,133500
13600,OneFam,One_Story,Above_Average,1955,Gable,Typical,Typical,Y,SBrkr,2.5,1056,0,1056,3,1,0,1,300,0,0,0,Minimum_Privacy,2006,Normal,125000
15428,OneFam,One_Story,Above_Average,1951,Hip,Typical,Typical,Y,SBrkr,2,884,0,884,2,1,0,1,270,0,0,0,No_Fence,2006,Normal,142000
21299,OneFam,One_Story,Average,1941,Hip,Typical,Typical,Y,SBrkr,2.5,2039,0,2039,3,1,3,3,791,0,0,90,No_Fence,2006,Abnorml,167000
13300,OneFam,One_Story,Average,1956,Hip,Typical,Typical,Y,SBrkr,2,1384,0,1384,2,1,0,2,896,75,0,0,No_Fence,2006,Normal,159000
22136,TwoFmCon,One_and_Half_Fin,Average,1925,Gable,Fair,Typical,Y,SBrkr,4.5,1392,1248,2640,5,1,1,3,1008,631,48,148,No_Fence,2006,Normal,180000
7500,OneFam,One_and_Half_Fin,Above_Average,1947,Gable,Typical,Typical,Y,FuseA,1.5,900,412,1312,3,1,0,2,649,0,28,0,No_Fence,2006,Normal,127000
7000,OneFam,One_and_Half_Fin,Above_Average,1924,Gable,Good,Typical,Y,SBrkr,2,865,445,1310,2,1,0,1,398,0,0,126,No_Fence,2006,Normal,112000
10410,OneFam,One_Story,Very_Good,1930,Gable,Good,Typical,Y,SBrkr,1,713,0,713,2,1,0,1,371,0,75,161,No_Fence,2006,Normal,99800
5400,OneFam,One_Story,Good,1954,Gable,Good,Typical,Y,SBrkr,1,833,0,833,2,1,0,1,326,0,0,0,Minimum_Privacy,2006,Normal,117000
5400,OneFam,One_Story,Above_Average,1921,Gable,Typical,Typical,Y,SBrkr,1,1073,0,1073,2,1,0,1,326,0,0,112,No_Fence,2006,Abnorml,108480
10914,OneFam,One_Story,Fair,1929,Hip,Fair,Typical,N,FuseP,1,715,0,715,2,1,0,2,660,0,0,75,No_Fence,2006,Normal,68000
7008,OneFam,One_and_Half_Fin,Very_Good,1900,Gable,Good,Fair,Y,SBrkr,1,448,272,720,1,1,0,1,280,0,0,70,No_Fence,2006,Normal,86900
10800,OneFam,One_Story,Above_Average,1920,Hip,Typical,Typical,Y,SBrkr,2,1130,0,1130,2,1,1,2,720,229,0,0,No_Fence,2006,Normal,120000
7200,OneFam,Two_Story,Very_Good,1915,Gable,Excellent,Typical,Y,SBrkr,2,774,821,1595,3,1,1,2,528,49,0,231,No_Fence,2006,Normal,155500
10818,OneFam,One_and_Half_Fin,Below_Average,1910,Gable,Typical,Typical,Y,FuseA,1.5,981,779,1760,4,1,1,2,648,120,0,96,No_Fence,2006,Abnorml,80000
10410,OneFam,One_and_Half_Fin,Below_Average,1915,Gable,Typical,Typical,Y,SBrkr,1,694,520,1214,3,1,0,3,936,216,0,160,Minimum_Privacy,2006,Family,105000
10800,TwoFmCon,One_and_Half_Fin,Below_Average,1900,Gable,Fair,Fair,N,FuseA,2,1766,648,2414,3,2,1,2,520,142,0,0,No_Fence,2006,Normal,160000
10800,OneFam,One_and_Half_Fin,Very_Good,1936,Gable,Typical,Typical,Y,SBrkr,2.5,1096,370,1466,3,1,1,2,566,436,21,0,No_Fence,2006,Normal,170000
8658,OneFam,One_Story,Average,1965,Gable,Typical,Typical,Y,SBrkr,2,1324,0,1324,3,1,1,2,440,0,138,0,Good_Wood,2006,Abnorml,160000
13400,OneFam,SLvl,Average,1966,Gable,Typical,Typical,Y,SBrkr,2,1086,0,1086,3,1,1,2,484,0,0,0,Good_Wood,2006,Normal,159950
10184,OneFam,SLvl,Average,1963,Gable,Typical,Typical,Y,SBrkr,1.5,1146,0,1146,3,1,1,1,294,345,75,0,No_Fence,2006,Normal,165000
9786,OneFam,One_and_Half_Fin,Good,1962,Gable,Typical,Typical,Y,SBrkr,1.5,1085,649,1734,3,1,1,2,440,0,0,0,Good_Privacy,2006,Normal,159000
9510,OneFam,One_Story,Average,1962,Gable,Typical,Typical,Y,SBrkr,1.5,1207,0,1207,3,1,0,1,264,0,240,0,No_Fence,2006,Normal,147000
7800,OneFam,One_Story,Average,1964,Gable,Typical,Typical,Y,SBrkr,1,912,0,912,2,1,0,1,288,0,0,0,No_Fence,2006,Abnorml,115000
8910,OneFam,One_Story,Above_Average,1959,Hip,Typical,Typical,Y,SBrkr,1.5,1194,0,1194,3,1,1,2,539,0,0,192,No_Fence,2006,Normal,159500
7332,OneFam,One_Story,Above_Average,1959,Gable,Typical,Typical,Y,SBrkr,2,864,0,864,2,1,0,1,288,168,0,0,No_Fence,2006,Abnorml,120000
7100,OneFam,One_Story,Good,1957,Gable,Typical,Typical,Y,FuseA,2,816,0,816,2,1,0,1,308,0,0,0,No_Fence,2006,Normal,129900
10800,OneFam,One_Story,Above_Average,1961,Gable,Typical,Typical,Y,SBrkr,3,1773,0,1773,3,1,2,2,418,355,98,0,No_Fence,2006,Normal,183000
11650,OneFam,One_Story,Average,1959,Hip,Typical,No_Basement,Y,FuseA,2,1472,0,1472,2,1,1,2,484,0,68,0,No_Fence,2006,Normal,157500
18275,OneFam,Two_Story,Very_Good,1962,Gable,Typical,Typical,Y,SBrkr,4,1900,548,2448,3,1,2,2,441,520,102,0,No_Fence,2006,Normal,277500
16321,OneFam,One_Story,Above_Average,1957,Gable,Typical,Typical,Y,SBrkr,2,1600,0,1600,2,1,2,1,319,288,258,0,No_Fence,2006,Normal,207500
12144,OneFam,One_and_Half_Fin,Above_Average,1950,Gable,Typical,Typical,Y,SBrkr,1.5,910,611,1521,3,1,0,1,597,199,0,168,No_Fence,2006,Normal,147500
10800,OneFam,One_and_Half_Fin,Below_Average,1949,Gable,Typical,Typical,N,FuseA,1.5,720,472,1192,4,1,0,0,0,0,0,0,No_Fence,2006,Abnorml,135000
7200,OneFam,One_Story,Good,1950,Hip,Typical,No_Basement,Y,FuseF,1,1040,0,1040,2,1,0,2,625,0,0,0,No_Fence,2006,Normal,109500
7200,OneFam,One_Story,Average,1950,Gable,Typical,No_Basement,Y,FuseA,1,1040,0,1040,2,1,0,2,420,0,29,0,No_Fence,2006,Normal,109900
7560,OneFam,One_Story,Average,1959,Gable,Typical,Typical,Y,FuseA,1,1040,0,1040,3,1,0,1,286,140,0,252,Good_Wood,2006,Normal,133700
8544,Duplex,One_Story,Below_Average,1950,Gable,Typical,No_Basement,N,FuseF,2,1040,0,1040,2,2,0,2,400,0,0,0,No_Fence,2006,Normal,81400
8544,Duplex,One_Story,Below_Average,1949,Gable,Typical,No_Basement,N,FuseA,2,1040,0,1040,2,2,0,2,400,0,0,0,No_Fence,2006,Normal,87500
8544,Duplex,One_Story,Below_Average,1950,Gable,Typical,No_Basement,N,FuseF,2,1040,0,1040,2,2,0,2,400,0,0,0,No_Fence,2006,Normal,93500
8512,Duplex,One_Story,Average,1960,Hip,Typical,Fair,Y,SBrkr,2,1556,0,1556,4,2,0,0,0,0,0,0,No_Fence,2006,Normal,119000
7945,OneFam,One_Story,Above_Average,1959,Gable,Typical,Typical,Y,FuseA,2,1150,0,1150,3,1,0,1,300,0,0,0,No_Fence,2006,Normal,141000
7000,OneFam,One_Story,Below_Average,1961,Hip,Typical,Typical,Y,SBrkr,1,1150,0,1150,3,1,0,1,288,0,0,0,No_Fence,2006,Normal,146000
7590,OneFam,Two_Story,Average,1966,Gable,Typical,Typical,Y,SBrkr,1.5,660,688,1348,3,1,1,2,453,188,108,0,No_Fence,2006,Normal,155000
10205,OneFam,SFoyer,Average,1962,Gable,Typical,Typical,Y,SBrkr,2,999,0,999,3,1,0,1,300,150,72,0,No_Fence,2006,Normal,134500
7400,OneFam,One_Story,Above_Average,1962,Gable,Typical,Typical,Y,SBrkr,2,1045,0,1045,3,1,0,2,528,0,0,0,No_Fence,2006,Normal,120000
7000,OneFam,One_Story,Above_Average,1962,Gable,Typical,Typical,Y,SBrkr,1.5,864,0,864,3,1,0,1,336,0,0,0,Good_Wood,2006,Normal,105000
7000,TwoFmCon,SFoyer,Average,1962,Gable,Typical,Typical,Y,SBrkr,2,1025,0,1025,3,1,0,0,0,96,80,0,No_Fence,2006,Normal,124000
7446,OneFam,One_Story,Average,1941,Gable,Typical,Typical,Y,FuseA,1,788,0,788,2,1,2,0,0,0,0,0,Good_Wood,2006,Abnorml,100000
6435,OneFam,One_and_Half_Fin,Average,1939,Gable,Typical,Typical,Y,SBrkr,1,972,605,1577,3,1,1,1,312,0,0,0,No_Fence,2006,Normal,140200
11737,OneFam,Two_Story,Good,1924,Gambrel,Typical,Typical,N,SBrkr,1,1017,810,1827,2,1,1,1,240,27,36,42,Good_Privacy,2006,Normal,202500
11672,OneFam,One_Story,Average,1925,Gable,Typical,Typical,Y,FuseA,1,816,0,816,2,1,0,1,210,168,0,112,No_Fence,2006,Normal,109000
9873,TwoFmCon,One_Story,Average,1970,Gable,Typical,Typical,N,SBrkr,2,960,0,960,3,1,0,2,576,0,288,0,No_Fence,2006,Normal,129000
12375,OneFam,One_and_Half_Fin,Average,1951,Gable,Fair,Typical,Y,SBrkr,2,1081,341,1422,3,1,1,1,288,0,0,0,Good_Wood,2006,Normal,137500
11136,Duplex,One_Story,Average,1964,Gable,Typical,Typical,Y,SBrkr,2,1921,0,1921,4,2,0,2,576,0,180,0,No_Fence,2006,Normal,150000
21370,OneFam,One_Story,Average,1950,Gable,Typical,No_Basement,Y,FuseA,1,1640,0,1640,3,1,1,2,394,0,0,225,No_Fence,2006,Normal,131000
6930,OneFam,SLvl,Below_Average,1958,Hip,Typical,Typical,Y,FuseF,1.5,1352,0,1352,3,1,0,1,288,168,0,294,No_Fence,2006,Abnorml,130000
8250,OneFam,One_Story,Good,1935,Gable,Typical,No_Basement,N,SBrkr,1,1032,0,1032,2,1,1,1,260,0,0,121,No_Fence,2006,Normal,125000
5220,OneFam,One_Story,Fair,1936,Gable,Typical,Typical,Y,SBrkr,1,879,0,879,2,1,0,1,180,0,108,0,No_Fence,2006,Normal,80000
5500,OneFam,One_Story,Average,2004,Shed,Typical,Good,Y,SBrkr,3,1073,0,1073,2,1,0,1,246,0,120,0,No_Fence,2006,Normal,157000
11235,OneFam,One_Story,Average,1963,Gable,Typical,Typical,Y,SBrkr,1.5,1382,0,1382,3,1,1,2,459,0,82,0,No_Fence,2006,Normal,148000
10791,Duplex,One_Story,Average,1967,Gable,Typical,No_Basement,Y,SBrkr,2,1296,0,1296,2,2,0,2,516,0,0,0,No_Fence,2006,Normal,90000
8414,OneFam,One_Story,Very_Good,1963,Hip,Typical,Typical,Y,SBrkr,1.5,1068,0,1068,3,1,0,1,264,192,0,0,Minimum_Privacy,2006,Normal,154500
11327,OneFam,One_Story,Above_Average,1967,Hip,Typical,Typical,Y,SBrkr,1.5,1064,0,1064,3,1,1,2,528,314,48,0,No_Fence,2006,Normal,153600
11777,OneFam,SLvl,Above_Average,1966,Gable,Typical,Typical,Y,SBrkr,2,1320,0,1320,3,1,2,2,564,160,68,240,No_Fence,2006,Abnorml,164500
10366,OneFam,SLvl,Good,1964,Gable,Good,Typical,Y,SBrkr,1.5,934,0,934,2,1,0,1,336,77,0,0,Good_Privacy,2006,Normal,132000
9000,OneFam,One_Story,Above_Average,1966,Gable,Typical,Typical,Y,SBrkr,2,1059,0,1059,3,1,0,1,286,0,88,0,Good_Wood,2006,Abnorml,142500
11553,OneFam,One_Story,Average,1968,Hip,Typical,Typical,Y,SBrkr,1.5,1159,0,1159,3,1,1,1,336,466,0,0,No_Fence,2006,Normal,158000
7844,OneFam,Two_Story,Good,1978,Hip,Typical,Typical,Y,SBrkr,1.5,672,728,1400,3,1,1,2,440,0,0,0,No_Fence,2006,Normal,149500
9535,OneFam,One_Story,Average,1967,Gable,Typical,Typical,Y,SBrkr,2.5,1458,0,1458,3,1,1,2,512,284,0,0,Minimum_Privacy,2006,Normal,165000
10335,OneFam,One_Story,Above_Average,1968,Gable,Typical,Typical,Y,SBrkr,2.5,1721,0,1721,3,1,1,2,440,0,96,180,Minimum_Privacy,2006,Normal,180000
7176,OneFam,SLvl,Above_Average,1978,Gable,Typical,Good,Y,SBrkr,2,1040,0,1040,3,1,1,2,616,131,0,0,Good_Privacy,2006,Normal,160500
9662,Duplex,One_Story,Below_Average,1977,Gable,Typical,Typical,Y,SBrkr,2,1967,0,1967,6,2,0,2,580,170,0,0,No_Fence,2006,Normal,156500
8235,Duplex,One_Story,Below_Average,1977,Gable,Typical,Typical,Y,SBrkr,2,1949,0,1949,6,2,0,2,586,32,0,0,No_Fence,2006,Normal,157000
13650,OneFam,One_and_Half_Fin,Average,1958,Gable,Good,Typical,Y,SBrkr,3,1252,668,1920,4,1,1,2,451,0,0,0,No_Fence,2006,Normal,172500
13125,OneFam,One_Story,Below_Average,1957,Gable,Typical,Typical,Y,SBrkr,3,1803,0,1803,3,1,1,2,484,0,0,0,Good_Privacy,2006,Normal,155000
17920,OneFam,One_Story,Below_Average,1955,Hip,Typical,Typical,Y,SBrkr,2.5,1779,0,1779,3,1,1,2,454,0,418,0,No_Fence,2006,Abnorml,170000
17529,OneFam,One_Story,Average,1924,Gable,Typical,Typical,N,FuseF,1,872,0,872,2,1,1,1,322,0,0,116,No_Fence,2006,Normal,105000
10246,OneFam,SLvl,Excellent,1965,Gable,Good,Good,Y,SBrkr,1.5,960,0,960,0,1,0,1,364,88,0,0,No_Fence,2006,Normal,145000
14175,OneFam,One_Story,Above_Average,1956,Gable,Typical,Typical,Y,SBrkr,2.5,1437,0,1437,3,1,1,2,576,304,0,0,No_Fence,2006,Normal,168000
20355,OneFam,One_Story,Above_Average,1967,Gable,Typical,Typical,Y,SBrkr,2,1830,0,1830,2,1,2,2,521,0,115,168,No_Fence,2006,Normal,278000
13050,OneFam,One_Story,Above_Average,1963,Flat,Typical,Typical,Y,SBrkr,2,1000,0,1000,1,1,2,2,575,238,0,148,No_Fence,2006,Normal,164000
15593,OneFam,One_and_Half_Fin,Below_Average,1953,Gable,Typical,Typical,Y,SBrkr,2,1304,983,2287,3,1,1,2,667,0,21,114,No_Fence,2006,Normal,225000
10820,OneFam,SFoyer,Good,1971,Gable,Typical,Typical,Y,SBrkr,2,810,0,810,2,1,0,2,576,0,0,0,Minimum_Privacy,2006,Normal,130000
13350,OneFam,One_Story,Average,1974,Hip,Typical,Typical,Y,SBrkr,2,894,0,894,3,1,1,2,440,241,0,0,Minimum_Privacy,2006,Normal,142500
1700,Twnhs,One_and_Half_Fin,Average,1980,Gable,Typical,Typical,Y,SBrkr,3.5,880,680,1700,2,1,0,1,450,188,36,0,No_Fence,2006,Normal,148400
5271,OneFam,One_Story,Average,1986,Gable,Typical,Typical,Y,SBrkr,2.5,1453,0,1453,2,1,1,2,445,0,80,0,No_Fence,2006,Abnorml,190000
9375,OneFam,One_Story,Average,1954,Gable,Good,Typical,Y,SBrkr,1.5,1350,0,1350,3,1,1,2,504,237,0,0,No_Fence,2006,Normal,146000
6488,OneFam,One_and_Half_Fin,Average,1942,Gable,Typical,Typical,N,FuseA,1,799,351,1150,3,1,2,1,215,264,0,0,No_Fence,2006,Family,128000
7800,OneFam,Two_Story,Very_Good,1948,Gable,Good,Good,Y,SBrkr,4,1112,896,2008,3,1,0,1,230,103,0,0,No_Fence,2006,Normal,225000
19690,OneFam,SLvl,Good,1966,Flat,Good,Typical,Y,SBrkr,2,1575,626,2201,4,1,1,2,432,586,236,0,Good_Privacy,2006,Alloca,274970
19950,OneFam,Two_Story,Good,1928,Gable,Typical,Typical,Y,SBrkr,2,1337,672,2009,4,1,2,3,795,0,42,0,No_Fence,2006,Normal,235000
19800,OneFam,Two_and_Half_Unf,Very_Good,1935,Gable,Typical,Typical,Y,SBrkr,3.5,1836,1836,3672,5,1,2,2,836,684,80,32,No_Fence,2006,Normal,415000
11679,OneFam,SLvl,Average,1962,Gable,Typical,Typical,Y,SBrkr,2.5,1560,0,1560,3,1,1,2,528,453,253,144,Minimum_Privacy,2006,Normal,182000
12048,OneFam,One_Story,Above_Average,1952,Gable,Typical,No_Basement,Y,SBrkr,1,1488,0,1488,3,1,1,2,569,0,189,36,No_Fence,2006,Normal,135000
10519,OneFam,One_Story,Very_Good,1955,Hip,Typical,Typical,Y,SBrkr,1.5,1057,0,1057,3,1,0,1,288,0,0,0,No_Fence,2006,Normal,137000
9525,OneFam,One_and_Half_Fin,Below_Average,1954,Gable,Typical,Fair,Y,SBrkr,2,1216,639,1855,4,1,0,1,325,182,0,0,No_Fence,2006,Normal,136900
9525,OneFam,One_and_Half_Fin,Average,1953,Gable,Typical,Typical,Y,SBrkr,1.5,1068,541,1609,5,1,0,1,305,0,0,0,No_Fence,2006,Normal,149900
6420,OneFam,One_Story,Good,1952,Gable,Typical,Good,Y,FuseA,1.5,1148,0,1148,2,1,0,1,308,0,0,0,No_Fence,2006,Normal,123500
8335,OneFam,One_Story,Average,1954,Gable,Typical,No_Basement,Y,SBrkr,1,1124,0,1124,3,1,1,0,0,0,36,190,No_Fence,2006,Normal,93000
7585,OneFam,One_and_Half_Fin,Fair,1948,Gable,Typical,Fair,Y,FuseA,2.5,1002,454,1456,4,1,1,1,280,0,0,0,No_Fence,2006,Normal,91500
11200,OneFam,One_Story,Average,1985,Gable,Typical,Typical,Y,SBrkr,3,1298,0,1298,3,1,1,2,403,165,26,0,No_Fence,2006,Normal,180000
12128,OneFam,Two_Story,Below_Average,1989,Gable,Typical,Typical,Y,SBrkr,2.5,1313,1246,2559,4,1,1,2,506,0,245,0,Minimum_Privacy,2006,Abnorml,209000
9554,OneFam,Two_Story,Average,1993,Gable,Typical,Typical,Y,SBrkr,2.5,1065,846,1911,3,1,1,2,471,182,81,0,No_Fence,2006,Normal,215000
9069,Duplex,SFoyer,Very_Good,1993,Gable,Good,Typical,Y,SBrkr,4,1440,0,1440,2,2,0,4,920,288,0,0,No_Fence,2006,Normal,224500
11003,OneFam,Two_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2.5,1308,568,1876,3,1,0,3,848,0,40,0,No_Fence,2006,Partial,229800
7488,OneFam,One_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2,1208,0,1208,2,1,0,2,632,105,58,0,No_Fence,2006,Abnorml,183600
7406,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,3,1220,0,1220,2,1,0,2,632,105,54,0,No_Fence,2006,Partial,194000
6762,OneFam,One_Story,Average,2006,Gable,Typical,Good,Y,SBrkr,2,1294,0,1294,2,1,1,2,662,168,55,0,No_Fence,2006,Partial,193879
11210,OneFam,One_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2,1614,0,1614,3,1,0,3,865,144,59,0,No_Fence,2006,Partial,221500
8990,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,2,1498,0,1498,2,1,0,2,675,351,33,0,No_Fence,2006,Partial,204900
8760,OneFam,Two_Story,Average,2006,Gable,Typical,Good,Y,SBrkr,2.5,1391,571,1962,3,1,0,3,868,0,90,0,No_Fence,2006,Partial,239799
13377,OneFam,One_Story,Average,2006,Hip,Typical,Typical,Y,SBrkr,3,1846,0,1846,3,1,1,2,495,0,32,0,No_Fence,2006,Partial,233555
11645,OneFam,One_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,3,1734,0,1734,3,1,0,2,660,160,24,0,No_Fence,2006,Normal,260000
11645,OneFam,One_Story,Average,2005,Hip,Typical,Typical,Y,SBrkr,3.5,1590,0,1590,2,1,0,3,754,176,80,0,No_Fence,2006,Partial,294900
10984,OneFam,Two_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2.5,945,864,1809,3,1,0,2,638,144,54,0,No_Fence,2006,Partial,209700
9316,OneFam,One_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2,1614,0,1614,3,1,1,2,576,100,45,0,No_Fence,2006,Normal,225000
9316,OneFam,Two_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2.5,784,812,1596,3,1,0,2,610,144,45,0,No_Fence,2006,Normal,181000
10041,OneFam,Two_Story,Average,1992,Gable,Typical,Typical,Y,SBrkr,3.5,927,988,1915,3,1,1,2,506,120,150,0,No_Fence,2006,Abnorml,220000
36500,OneFam,One_Story,Average,1964,Gable,Good,Typical,Y,SBrkr,2.5,1582,0,1582,4,1,0,2,390,168,198,0,No_Fence,2006,Normal,190000
21453,OneFam,SLvl,Average,1969,Flat,Typical,Typical,Y,SBrkr,2,988,0,988,1,1,2,2,540,0,130,0,No_Fence,2006,Normal,180000
70761,OneFam,One_Story,Average,1975,Gable,Typical,Typical,Y,SBrkr,3,1533,0,1533,2,1,2,2,576,200,54,0,No_Fence,2006,Normal,280000
12000,OneFam,One_Story,Average,1968,Gable,Fair,Fair,Y,SBrkr,3,1388,0,1388,3,1,1,2,522,0,58,0,No_Fence,2006,Abnorml,158900
8846,OneFam,SFoyer,Average,1996,Gable,Typical,Typical,Y,SBrkr,1,914,0,914,2,1,0,2,576,0,0,0,No_Fence,2006,Normal,148000
13015,OneFam,One_Story,Above_Average,1996,Gable,Good,Typical,Y,SBrkr,1.5,1100,0,1100,3,1,0,2,462,0,0,0,No_Fence,2006,Normal,145000
12438,OneFam,Two_Story,Average,1995,Gable,Typical,Typical,Y,SBrkr,2.5,795,704,1499,3,1,1,2,473,413,91,0,No_Fence,2006,Normal,187000
8685,OneFam,One_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,3,1425,0,1425,3,1,0,2,591,0,130,0,No_Fence,2006,Normal,193000
13568,OneFam,One_Story,Average,1995,Gable,Typical,Typical,Y,SBrkr,1.5,990,0,990,3,1,0,2,576,224,0,0,No_Fence,2006,Normal,156000
9100,OneFam,One_Story,Average,2000,Gable,Typical,Typical,Y,SBrkr,3,1525,0,1525,3,1,0,2,541,219,36,0,No_Fence,2006,Normal,235000
9236,OneFam,One_Story,Average,1997,Gable,Good,Typical,Y,SBrkr,3,1494,0,1494,3,1,0,2,576,168,27,0,No_Fence,2006,Normal,217000
10264,OneFam,One_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,2,1588,0,1588,3,1,0,2,472,158,29,0,No_Fence,2006,Normal,214000
9272,OneFam,Two_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,2.5,856,893,1749,3,1,0,2,515,140,85,0,No_Fence,2006,Normal,196000
13426,OneFam,Two_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,3.5,951,828,1779,3,1,1,2,586,208,107,0,No_Fence,2006,Normal,217000
13450,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,3.5,920,941,1861,3,1,0,2,492,146,91,0,No_Fence,2006,Normal,200000
14006,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,2.5,936,840,1776,3,1,1,2,474,144,96,0,No_Fence,2006,Normal,192500
13704,OneFam,One_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,2,1541,0,1541,3,1,1,3,843,468,81,0,No_Fence,2006,Normal,205000
10780,OneFam,SLvl,Average,1976,Gable,Typical,Typical,Y,SBrkr,1,954,0,954,3,1,0,2,576,0,0,0,No_Fence,2006,Normal,132500
8340,OneFam,Two_Story,Above_Average,1977,Gable,Typical,Typical,Y,SBrkr,1.5,686,702,1388,3,1,0,1,317,406,36,0,No_Fence,2006,Normal,157500
10385,OneFam,SLvl,Above_Average,1978,Gable,Typical,Good,Y,SBrkr,2.5,1282,0,1282,3,1,0,3,672,386,0,0,No_Fence,2006,Normal,174000
9920,OneFam,One_Story,Above_Average,1969,Gable,Typical,Typical,Y,SBrkr,1.5,971,0,971,3,1,1,1,300,0,0,0,No_Fence,2006,Normal,128500
9560,OneFam,One_Story,Good,1972,Hip,Good,Typical,Y,SBrkr,1,864,0,864,3,1,0,1,288,0,0,0,No_Fence,2006,Normal,128500
9800,OneFam,One_Story,Good,1972,Gable,Typical,Typical,Y,SBrkr,2,894,0,894,3,1,0,2,552,256,0,0,Good_Wood,2006,Abnorml,149900
7200,OneFam,One_Story,Very_Good,1972,Gable,Typical,Typical,Y,SBrkr,1,864,0,864,3,1,0,1,297,0,0,0,Minimum_Privacy,2006,Normal,119900
11367,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,3.5,1091,898,1989,3,1,1,2,586,199,60,0,No_Fence,2006,Normal,255000
9930,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,2.5,878,884,1762,3,1,0,2,591,320,54,0,No_Fence,2006,Normal,222000
9468,OneFam,Two_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,3.5,840,915,1755,3,1,1,2,530,176,73,0,No_Fence,2006,Normal,214000
11088,OneFam,One_Story,Average,2002,Hip,Typical,Typical,Y,SBrkr,2.5,1358,0,1358,1,1,1,2,418,68,166,0,No_Fence,2006,Normal,220000
14781,OneFam,One_Story,Average,2001,Hip,Typical,Typical,Y,SBrkr,2,1787,0,1787,3,1,1,3,748,198,150,0,No_Fence,2006,Normal,275000
8726,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,2.5,872,1037,1909,4,1,0,2,529,0,108,0,No_Fence,2006,Normal,197000
8125,OneFam,One_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,3,1654,0,1654,3,1,0,3,900,0,136,0,No_Fence,2006,Normal,230000
10566,OneFam,Two_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,3.5,1090,1124,2214,3,1,1,3,646,197,80,0,No_Fence,2006,Normal,268500
21533,OneFam,Two_Story,Average,1996,Gable,Typical,Typical,Y,SBrkr,2.5,1065,984,2049,4,1,1,2,467,120,48,0,No_Fence,2006,Normal,210900
11250,OneFam,Two_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,3,1070,869,1939,3,1,1,3,555,128,84,0,No_Fence,2006,Normal,227000
11250,OneFam,Two_Story,Average,1995,Gable,Good,Good,Y,SBrkr,3.5,950,1045,1995,4,1,1,2,610,275,170,0,No_Fence,2006,Normal,237000
