Sex,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Academic_Year,Performance_Index
Female,2,53,No,4,4,28
Male,6,59,Yes,7,4,48
Male,9,52,Yes,5,4,46
Female,1,66,Yes,6,2,38
Female,4,99,No,9,2,87
Female,1,74,Yes,8,2,50
Male,1,84,Yes,8,1,63
Female,8,95,No,5,5,89
Male,2,41,No,9,5,19
Male,1,80,No,9,1,56
Male,8,84,Yes,8,1,82
Female,4,79,Yes,8,2,60
Female,3,87,No,6,3,67
Female,4,63,Yes,9,1,50
Male,5,68,No,4,1,52
Male,1,42,Yes,5,4,17
Female,1,84,No,5,1,61
Female,3,43,Yes,6,5,22
Male,6,89,No,6,5,79
Female,1,41,No,4,3,15
Male,2,59,No,7,3,34
Female,7,93,Yes,5,1,83
Male,1,92,Yes,9,1,71
Male,7,54,Yes,8,1,47
Female,4,88,No,4,4,70
Female,6,71,No,5,2,58
Male,8,81,No,9,5,74
Male,9,40,No,4,3,34
Male,6,77,No,7,3,66
Female,9,74,No,9,5,73
Female,4,90,No,5,4,72
Male,6,46,No,8,5,34
Female,8,84,No,9,1,80
Male,9,52,Yes,5,4,49
Male,3,88,No,4,3,69
Female,2,40,Yes,7,5,16
Female,6,53,No,9,3,46
Male,4,68,Yes,4,4,50
Female,1,97,No,4,4,67
Female,8,42,Yes,6,3,37
Female,9,85,No,4,1,78
Male,9,63,No,9,4,62
Female,2,40,No,7,5,18
Male,9,87,Yes,8,5,83
Male,7,49,No,6,3,42
Female,5,52,Yes,4,3,36
Male,7,75,Yes,9,1,64
Female,9,48,Yes,5,5,47
Male,8,53,Yes,6,2,48
Female,6,75,Yes,7,1,63
Male,4,49,No,5,4,31
Male,1,79,Yes,7,3,54
Male,6,62,Yes,5,2,46
Male,3,74,Yes,8,4,53
Female,6,94,Yes,7,5,86
Male,6,46,No,5,1,34
Male,4,81,No,7,5,66
Female,2,74,No,6,2,53
Female,9,41,Yes,7,1,32
Male,2,54,Yes,9,3,32
Male,3,48,Yes,7,1,26
Male,1,86,No,5,5,59
Female,7,56,Yes,7,3,45
Female,1,78,No,8,2,54
Female,9,91,Yes,4,1,89
Female,1,57,Yes,6,3,35
Male,5,54,No,9,3,40
Male,7,57,Yes,5,2,49
Female,3,63,No,7,3,46
Male,9,62,Yes,7,5,63
Female,8,51,No,7,4,43
Female,3,62,Yes,6,3,44
Male,5,60,Yes,9,3,48
Female,7,65,Yes,4,4,53
Female,4,47,Yes,8,5,32
Female,5,69,Yes,9,4,58
Male,3,73,No,8,2,50
Male,9,41,No,9,5,39
Male,9,44,Yes,5,3,41
Female,7,70,No,4,1,61
Male,2,72,No,4,2,49
Male,7,93,No,6,2,84
Male,7,43,No,9,1,32
Male,5,45,Yes,7,3,32
Male,9,62,No,4,5,60
Male,3,84,No,9,1,67
Female,4,58,Yes,7,4,46
Male,1,82,Yes,6,2,56
Male,6,84,Yes,9,1,74
Male,4,47,Yes,9,1,28
Male,1,78,Yes,5,5,52
Female,2,52,Yes,9,3,28
Male,3,40,Yes,5,5,18
Female,9,45,Yes,7,1,45
Male,8,46,No,7,3,41
Female,7,87,Yes,4,2,78
Male,4,66,No,6,2,48
Female,1,54,Yes,5,5,26
Male,8,91,Yes,4,2,86
Male,4,73,No,8,5,56
Female,3,97,Yes,4,4,77
Male,9,96,Yes,7,4,95
Male,4,62,No,8,3,47
Male,4,87,No,4,3,62
Male,9,88,No,9,5,87
Female,2,63,No,6,2,40
Male,5,54,No,5,1,35
Male,4,74,No,9,2,60
Male,9,43,Yes,8,2,41
Male,5,83,Yes,6,5,67
Female,9,76,Yes,4,2,70
Female,9,56,Yes,9,2,55
Male,2,70,Yes,7,1,54
Male,9,77,No,7,1,72
Male,3,49,No,6,1,26
Female,4,93,Yes,7,3,77
Female,1,89,No,5,3,67
Male,1,66,Yes,6,1,39
Male,1,81,No,6,5,54
Male,9,45,Yes,7,5,43
Male,8,95,Yes,6,5,89
Male,5,45,Yes,4,3,28
Male,5,91,No,8,3,80
Male,9,54,No,9,4,51
Male,3,43,Yes,8,5,23
Male,3,96,No,9,1,79
Female,7,87,Yes,7,4,77
Male,9,93,Yes,5,1,89
Male,6,95,No,5,3,80
Male,2,79,Yes,7,3,57
Male,1,46,Yes,7,5,20
Male,2,90,Yes,6,3,68
Male,1,97,No,5,4,71
Male,9,88,Yes,8,2,88
Female,8,92,Yes,7,3,85
Male,7,84,Yes,8,2,77
Male,3,86,Yes,9,3,66
Male,8,65,No,8,3,61
Female,2,97,Yes,5,5,74
Female,2,70,Yes,9,2,48
Male,3,41,No,8,2,18
Female,7,67,No,6,3,59
Male,1,81,No,6,3,55
Male,8,52,No,5,4,47
Male,7,57,No,6,1,52
Male,4,69,No,7,4,50
Male,5,94,Yes,9,1,77
Male,1,50,Yes,5,1,25
Male,4,52,No,9,2,35
Male,1,90,Yes,8,4,65
Female,1,63,No,7,2,40
Female,1,96,Yes,5,3,70
Male,7,68,No,8,1,61
Female,7,95,No,8,2,89
Female,4,93,Yes,8,4,77
Female,2,44,No,8,4,22
Male,3,74,Yes,8,5,55
Male,8,58,No,5,1,52
Female,8,94,No,6,3,88
Male,6,52,Yes,8,1,44
Male,9,44,No,7,1,39
Female,9,83,Yes,5,2,80
Female,4,53,Yes,4,2,35
Female,1,77,Yes,6,5,52
Male,1,61,Yes,7,3,34
Male,5,48,Yes,8,5,33
Male,2,88,No,5,5,64
Female,6,79,No,5,5,65
Male,7,65,Yes,8,5,55
Female,1,84,No,7,5,58
Female,6,44,Yes,5,1,29
Female,8,68,No,9,1,65
Female,5,93,Yes,6,1,80
Female,7,61,No,7,3,55
Female,6,88,Yes,8,3,78
Male,4,42,No,7,2,22
Female,7,67,Yes,9,2,53
Male,9,77,Yes,7,1,77
Male,7,53,No,4,5,41
Male,5,86,Yes,8,4,69
Male,7,53,Yes,6,5,47
Female,3,82,No,8,4,64
Female,2,50,No,4,3,28
Female,5,48,Yes,8,4,35
Female,4,77,Yes,8,2,63
Female,5,86,Yes,6,4,71
Male,8,83,Yes,4,4,78
Female,4,45,No,8,4,32
Male,9,40,Yes,9,4,40
Male,7,64,Yes,8,5,55
Female,7,55,No,5,4,42
Male,8,91,No,8,3,88
Female,6,54,Yes,6,4,43
Female,8,73,No,5,4,66
Female,3,56,No,9,4,33
Male,1,42,No,9,3,12
Male,6,42,Yes,9,4,32
Male,1,76,Yes,4,2,48
Male,9,56,Yes,9,5,56
Female,2,94,No,7,2,73
Female,2,88,Yes,6,5,65
Female,7,91,Yes,4,3,83
Female,2,77,Yes,5,1,53
Female,8,40,No,7,5,39
Male,6,46,Yes,4,4,32
Male,7,65,Yes,6,4,55
Female,7,86,Yes,5,5,76
Male,6,78,Yes,6,5,69
Female,9,58,No,6,4,54
Female,9,91,Yes,5,2,89
Female,7,93,Yes,9,3,87
Male,9,69,No,8,4,66
Female,3,82,No,6,1,65
Male,3,94,No,9,1,71
Male,1,53,No,5,5,27
Female,5,52,No,6,1,38
Female,4,59,Yes,8,2,43
Female,2,65,No,5,2,38
Male,9,66,No,4,1,59
Male,3,64,No,4,1,44
Male,8,48,Yes,9,1,39
Female,6,80,Yes,4,1,67
Male,5,87,Yes,7,3,70
Male,1,51,No,6,5,24
Female,4,49,Yes,6,5,31
Female,3,45,No,5,3,24
Male,1,89,No,7,3,61
Male,5,73,Yes,6,4,59
Female,6,98,Yes,5,4,87
Female,2,91,Yes,8,3,68
Male,3,80,No,6,1,62
Female,6,58,Yes,9,4,50
Female,4,45,Yes,6,4,27
Female,9,41,Yes,8,5,36
Female,5,54,Yes,8,4,43
Female,4,56,Yes,6,4,35
Female,2,55,No,8,2,29
Male,6,67,No,5,5,56
Male,2,60,Yes,6,1,41
Male,7,47,No,6,5,37
Female,3,49,No,4,3,26
Female,9,49,No,9,3,46
Female,5,89,Yes,6,5,75
Male,8,49,No,4,2,40
Female,6,48,Yes,8,3,36
Male,8,67,No,9,4,62
Male,3,63,Yes,9,4,47
Female,3,58,No,8,5,39
Female,5,72,No,5,3,57
Female,3,43,Yes,4,2,20
Male,8,95,Yes,6,1,87
Male,8,42,No,4,3,31
Male,2,81,Yes,8,5,57
Female,4,51,Yes,8,4,37
Male,1,57,Yes,5,1,29
Male,4,62,Yes,9,1,48
Female,4,59,No,9,4,41
Male,9,45,Yes,8,3,43
Female,3,92,No,4,3,70
Female,2,73,No,9,2,54
Female,9,81,Yes,6,2,77
Male,9,41,Yes,6,4,40
Male,1,69,Yes,4,4,39
Male,6,48,Yes,5,2,38
Female,8,66,No,6,1,61
Male,3,81,No,4,1,59
Male,9,73,Yes,4,2,68
Female,2,79,No,8,4,59
Female,6,63,Yes,9,5,55
Female,1,88,No,8,4,63
Female,7,56,No,9,2,47
Male,3,68,No,5,3,49
Male,7,75,Yes,5,4,64
Male,4,89,Yes,5,2,72
Male,9,51,No,4,4,46
Female,5,70,Yes,4,3,55
Male,3,88,Yes,8,3,73
Male,8,48,No,6,4,41
Female,6,58,Yes,9,3,50
Male,2,85,Yes,9,4,61
Male,3,85,No,5,5,60
Male,8,56,No,9,5,52
Female,7,41,No,7,1,31
Male,6,79,No,5,3,66
Male,1,44,Yes,9,1,16
Male,9,98,Yes,8,1,93
Female,3,78,No,9,1,59
Male,5,93,No,4,1,78
Male,7,87,Yes,8,5,79
Male,7,55,Yes,8,4,50
Female,3,56,Yes,8,1,38
Male,4,93,No,7,3,80
Male,7,66,No,7,1,58
Male,8,46,No,9,5,44
Male,2,91,No,5,5,70
Male,9,47,Yes,9,5,45
Male,7,47,No,9,3,40
Male,8,62,No,9,5,57
Female,6,71,Yes,4,3,61
Male,6,82,No,8,1,72
Male,9,86,Yes,6,5,83
Male,4,57,No,5,4,36
Female,5,77,Yes,5,1,61
Female,9,93,Yes,8,4,90
Female,1,51,Yes,5,2,22
Female,4,54,No,8,2,35
Female,7,67,No,5,5,59
Male,9,94,No,9,4,89
Female,6,77,No,4,2,66
Male,8,89,No,5,1,88
Female,9,95,No,5,4,91
Female,4,70,Yes,6,5,53
Female,1,91,No,4,4,64
Female,8,48,No,9,1,40
Female,2,47,Yes,4,4,24
Female,1,85,Yes,4,1,59
Male,7,58,No,5,5,49
Male,9,90,Yes,7,1,85
Male,9,47,No,5,5,47
Female,3,73,Yes,8,3,54
Male,6,96,No,6,5,82
Male,7,43,Yes,4,1,31
Male,9,70,Yes,8,5,67
Male,2,77,No,9,2,58
Female,8,42,No,8,2,36
Female,7,74,Yes,7,2,66
Male,4,58,Yes,4,5,39
Male,2,82,Yes,5,5,61
Male,8,68,Yes,4,2,64
Female,5,49,No,6,5,31
Male,6,51,Yes,4,2,39
Female,7,85,Yes,8,4,78
Female,1,69,No,8,2,43
Male,8,69,No,5,3,62
Male,4,99,No,5,1,80
Male,9,57,No,5,1,51
Female,1,63,No,9,4,40
Male,2,71,No,6,3,48
Female,6,48,Yes,9,3,38
Female,1,86,Yes,9,4,61
Male,4,63,Yes,9,5,42
Male,8,65,No,4,1,57
Female,5,42,No,7,2,26
Male,9,62,Yes,4,2,58
Male,6,50,Yes,5,4,40
Female,1,49,No,6,1,26
Female,6,89,No,9,1,78
Male,6,75,Yes,4,2,62
Male,6,99,Yes,8,2,90
Male,8,52,Yes,9,1,50
Male,6,68,Yes,4,1,57
Male,5,77,Yes,8,1,62
Female,2,98,No,4,2,74
Female,4,92,Yes,4,2,74
Female,5,52,Yes,9,2,40
Male,4,96,No,4,3,81
Female,2,65,Yes,5,5,45
Male,7,59,No,8,1,50
Female,2,44,No,6,5,17
Female,1,59,Yes,7,2,31
Female,5,53,Yes,9,4,40
Male,1,84,No,8,5,61
Male,1,53,No,5,4,26
Female,1,47,No,8,5,20
Female,6,87,Yes,6,3,73
Female,9,52,Yes,9,2,55
Female,1,63,Yes,8,3,37
Male,5,54,Yes,5,1,35
Female,9,90,Yes,9,5,90
Female,9,40,No,5,5,36
Female,1,61,Yes,9,3,38
Female,8,73,Yes,7,4,65
Female,1,89,No,6,4,66
Male,8,90,Yes,7,5,88
Female,1,79,Yes,4,5,53
Female,5,42,Yes,5,4,27
Female,8,94,No,7,2,90
Female,6,65,No,5,5,50
Female,9,53,Yes,9,5,49
Female,1,97,Yes,5,4,71
Female,9,80,Yes,4,5,72
Female,1,47,No,5,2,21
Male,3,88,No,9,1,73
Male,1,94,Yes,9,4,68
Female,3,94,Yes,7,2,74
Male,2,95,Yes,6,1,72
Male,2,55,Yes,8,3,38
Female,9,81,No,7,4,78
Female,8,60,No,4,2,55
Male,1,49,Yes,8,2,24
Female,4,96,No,5,3,72
Male,1,64,No,7,4,38
Male,1,95,Yes,8,5,73
Female,4,77,Yes,7,1,60
Male,2,61,Yes,5,2,38
Female,3,88,Yes,9,2,74
Female,9,87,No,7,4,86
Male,2,86,Yes,4,1,62
Male,4,93,Yes,8,4,80
Female,1,85,Yes,8,4,62
Male,2,43,Yes,8,1,22
Male,5,43,No,7,2,28
Male,1,69,Yes,5,5,41
Female,7,41,Yes,7,4,34
Female,4,68,No,7,5,52
Male,6,82,Yes,9,1,71
Male,8,75,Yes,8,5,68
Male,6,60,Yes,5,3,47
Male,2,99,No,6,3,73
Male,1,60,Yes,5,1,33
Female,8,87,Yes,7,3,83
Male,8,60,Yes,4,5,48
Female,9,43,No,5,5,39
Female,6,40,Yes,8,4,29
Female,1,65,Yes,4,1,36
Female,9,95,Yes,6,3,94
Female,3,90,No,6,4,73
Female,6,41,No,4,4,28
Female,9,48,Yes,6,4,49
Female,3,94,Yes,4,2,73
Male,5,96,No,7,1,83
Female,5,84,Yes,4,4,73
Female,7,57,No,7,2,50
Male,4,87,No,8,4,74
Female,4,87,No,8,1,71
Male,7,96,Yes,6,3,92
Male,9,81,No,9,1,78
Female,4,80,No,9,4,64
Female,4,50,Yes,4,4,37
Male,6,64,Yes,7,3,49
Female,6,65,Yes,8,5,53
Male,7,97,No,8,4,95
Female,1,75,No,8,5,50
Male,3,81,Yes,6,4,62
Female,9,74,No,8,5,74
Female,6,77,Yes,9,5,70
Male,6,42,Yes,5,3,29
Male,5,98,Yes,6,3,81
Female,3,80,Yes,4,3,58
Female,5,74,Yes,5,5,57
Male,1,89,No,6,4,61
Male,3,79,No,6,4,56
Male,4,61,Yes,7,4,44
Male,5,47,No,5,5,30
Male,9,54,No,5,3,53
Female,4,84,Yes,9,2,67
Male,3,46,No,5,5,21
Male,1,58,No,8,3,35
Male,6,79,Yes,9,5,77
Female,7,81,No,8,3,72
Male,8,56,No,9,3,52
Female,1,40,No,4,3,15
Female,4,84,No,9,1,67
Male,5,68,No,4,2,55
Male,2,97,Yes,9,2,73
Female,1,52,Yes,4,1,25
Male,8,95,Yes,8,5,90
Female,6,87,Yes,9,2,74
Male,5,68,Yes,7,4,53
Female,9,80,No,9,1,79
Female,2,81,No,4,4,59
Female,8,45,Yes,6,4,40
Male,9,44,Yes,8,5,39
Female,1,73,Yes,7,1,49
Female,7,50,No,6,2,41
Male,8,48,No,6,4,39
Female,3,77,No,8,4,57
Female,4,79,No,9,2,66
Female,3,80,No,5,2,59
Male,7,48,No,7,3,40
Male,9,47,Yes,9,5,47
Male,3,83,No,8,2,65
Male,6,97,Yes,5,4,86
Male,8,79,Yes,8,3,75
Male,6,42,No,8,2,30
Male,2,52,No,6,3,26
Female,7,58,No,9,4,49
Male,2,73,No,8,5,52
Male,2,71,No,9,5,47
Female,2,88,No,5,1,64
Male,1,55,No,6,1,28
Male,1,75,No,5,4,48
Male,7,57,Yes,5,1,47
Female,5,53,Yes,6,1,37
Male,3,69,No,9,2,54
Female,1,41,Yes,5,2,18
Female,6,52,No,4,3,37
Female,1,66,Yes,9,4,41
Male,9,98,Yes,8,1,96
Female,2,92,No,6,4,69
Male,1,91,No,6,4,64
Male,7,56,No,9,2,48
Female,6,70,Yes,4,5,59
Female,6,54,Yes,4,4,39
Male,5,96,No,4,4,80
Female,4,59,Yes,4,4,38
Male,4,44,No,7,2,26
Female,3,46,Yes,6,4,27
Male,8,57,No,5,1,50
Female,7,95,Yes,6,1,89
Female,9,50,No,6,1,45
Female,1,71,No,6,3,42
Male,7,89,No,4,4,80
Male,4,66,Yes,4,5,48
Female,7,65,No,7,3,59
Male,1,76,Yes,9,2,53
Male,5,84,No,6,2,72
Male,3,67,No,8,5,46
Male,5,89,No,9,5,75
Male,4,41,Yes,7,1,25
Female,2,59,Yes,4,3,36
Male,4,43,Yes,6,3,24
Female,3,52,No,4,4,31
Female,1,63,Yes,9,2,39
Male,8,87,No,5,5,81
Male,5,77,No,4,3,63
Female,4,97,No,4,5,81
Female,5,79,No,7,3,63
Female,4,87,No,5,4,69
Male,3,84,Yes,9,4,66
Female,5,94,Yes,8,1,80
Male,4,68,No,8,1,52
Male,1,97,No,8,4,68
Male,3,75,Yes,6,4,57
Male,8,41,No,8,5,37
Female,7,80,No,6,4,68
Female,2,57,No,9,5,35
Female,1,88,No,9,1,65
Female,3,47,Yes,4,5,28
Female,5,97,No,8,1,82
Male,1,54,Yes,7,1,29
Female,3,80,Yes,9,4,62
Male,3,56,Yes,5,4,35
Female,5,62,Yes,5,5,51
Male,3,41,No,9,4,22
Female,9,45,No,4,2,42
Female,1,68,No,5,3,45
Male,4,66,Yes,5,1,48
Male,4,76,Yes,4,5,61
Female,1,88,Yes,4,4,59
Female,2,73,No,4,1,50
Male,1,57,No,7,2,33
Female,6,81,No,4,4,65
Female,3,49,Yes,4,4,26
Female,7,77,Yes,4,2,69
Male,5,98,No,9,5,87
Female,9,83,Yes,8,4,85
Female,7,56,Yes,9,2,46
Female,4,98,No,8,2,82
Male,5,52,Yes,7,5,36
Male,5,91,Yes,7,2,77
Male,5,99,No,5,4,85
Male,9,87,Yes,9,5,85
Male,3,81,Yes,8,3,62
Female,6,66,Yes,7,1,54
Female,8,92,Yes,7,1,89
Female,9,41,No,9,4,35
Female,7,73,No,5,4,65
Male,3,70,Yes,4,5,52
Female,1,62,No,6,1,37
Male,4,46,No,5,4,27
Female,6,77,No,6,1,60
Female,3,72,Yes,5,3,52
Male,1,51,Yes,5,3,28
Male,6,84,No,4,1,72
Male,1,51,No,7,5,23
Male,9,58,No,8,4,59
Male,1,48,No,5,5,20
Female,6,49,Yes,4,1,38
Female,1,56,No,6,2,31
Female,7,89,Yes,9,1,81
Male,3,79,Yes,9,4,66
Female,6,78,Yes,7,2,68
Female,7,80,Yes,9,4,75
Female,1,49,Yes,5,5,24
Female,1,51,Yes,6,4,26
Male,5,54,Yes,5,3,39
Female,6,70,No,9,5,61
Female,9,54,Yes,8,4,52
Female,1,67,No,9,4,38
Male,4,43,No,8,4,25
Female,8,75,No,9,2,73
Female,9,94,No,7,2,93
Female,3,40,No,6,4,16
Female,2,97,Yes,8,3,75
Male,4,83,Yes,4,2,64
Female,2,96,No,7,1,77
Male,1,73,No,5,3,44
Female,3,86,No,9,2,66
Male,7,56,Yes,6,4,48
Male,1,78,No,6,5,50
Male,2,77,Yes,9,4,56
Male,1,83,Yes,4,1,55
Male,8,90,No,8,1,83
Male,5,72,Yes,9,5,58
Male,8,99,Yes,6,3,93
Male,3,60,Yes,4,4,38
Male,7,65,No,4,1,55
Female,8,85,No,5,3,80
Male,6,75,No,4,3,64
Female,7,44,No,7,5,37
Male,2,72,No,6,1,49
Male,8,40,No,7,4,33
Male,5,92,No,4,4,78
Male,7,45,No,4,5,31
Male,1,76,Yes,7,2,53
Female,5,41,No,5,2,25
Female,1,96,Yes,4,4,69
Female,8,92,Yes,7,3,89
Female,4,98,No,7,5,80
Male,4,98,Yes,6,3,80
Female,2,44,Yes,5,4,22
Female,5,65,No,8,5,52
Female,1,80,Yes,7,2,59
Male,9,90,No,6,3,88
Male,5,92,Yes,8,1,81
Female,6,86,Yes,6,4,79
Female,2,52,No,6,3,28
Male,1,51,Yes,9,1,28
Male,4,44,Yes,5,3,19
Male,7,41,No,4,1,31
Male,6,98,No,5,3,87
Female,1,43,Yes,8,3,17
Male,1,98,Yes,9,4,75
Male,8,66,No,5,4,61
Female,4,89,Yes,4,4,72
Male,5,92,No,5,5,78
Male,7,49,No,5,1,36
Female,8,52,No,5,3,45
Female,7,83,Yes,7,5,74
Male,2,41,Yes,7,1,17
Male,4,65,Yes,5,2,47
Female,1,54,No,4,3,25
Female,9,85,Yes,4,5,81
Male,3,96,No,4,1,74
Male,3,49,Yes,4,2,30
Male,9,61,No,9,4,59
Male,3,79,No,9,3,60
Male,8,64,Yes,6,5,58
Female,2,54,No,5,1,28
Female,3,52,Yes,5,4,33
Male,2,47,Yes,6,4,30
Female,1,60,Yes,4,5,31
Male,2,60,Yes,8,1,36
Male,8,61,Yes,8,3,56
Male,9,85,No,6,4,82
Female,2,72,Yes,8,1,50
Female,7,84,No,7,2,76
Female,5,66,Yes,5,4,52
Female,3,79,No,8,5,60
Female,9,89,No,9,5,91
Female,6,61,Yes,9,1,52
Female,1,69,No,7,4,43
Female,5,48,Yes,5,4,32
Male,7,84,Yes,7,3,77
Female,4,74,Yes,5,2,55
Male,8,57,No,5,2,52
Male,5,81,No,8,4,68
Male,9,44,No,9,3,41
Female,9,66,No,6,4,63
Male,9,96,Yes,8,4,99
Male,1,45,Yes,4,1,17
Male,2,71,No,7,1,47
Male,3,47,No,4,4,24
Female,4,95,Yes,5,5,80
Female,9,78,No,8,5,79
Female,6,60,Yes,4,2,49
Female,1,57,No,4,5,27
Female,9,53,No,9,2,51
Male,6,54,No,4,2,41
Female,4,81,Yes,9,1,67
Female,4,65,Yes,9,4,48
Female,3,92,No,5,2,72
Male,7,83,No,9,3,75
Male,3,71,No,5,4,48
Male,2,78,No,9,2,58
Female,8,67,No,9,5,62
Female,4,99,No,5,5,83
Male,8,78,No,4,3,68
Male,1,82,No,7,4,55
Male,5,71,Yes,8,5,55
Female,9,52,Yes,8,2,49
Male,1,54,Yes,5,3,27
Female,4,57,Yes,4,4,38
Male,6,78,No,7,1,66
Female,8,45,Yes,6,4,37
Male,3,94,Yes,5,5,72
Male,5,50,No,6,3,34
Female,7,71,Yes,8,4,68
Male,1,79,Yes,8,1,56
Male,7,59,Yes,7,5,52
Male,8,72,Yes,7,1,67
Female,8,79,Yes,6,2,69
Male,9,47,No,8,2,45
Male,6,90,No,7,4,76
Female,6,74,No,7,5,65
Female,2,44,Yes,8,4,26
Female,3,74,Yes,8,1,54
Female,4,86,Yes,4,1,68
Female,4,53,No,9,3,34
Male,8,60,Yes,7,2,56
Male,1,86,Yes,6,1,63
Male,4,63,Yes,5,5,47
Male,4,56,Yes,5,1,40
Male,1,57,No,8,4,31
Male,3,73,No,9,3,56
Male,5,51,Yes,6,1,36
Male,6,55,No,4,3,41
Male,9,43,No,7,4,43
Male,9,64,No,4,5,61
Male,9,73,Yes,6,4,69
Male,1,67,No,4,4,44
Female,9,85,No,8,4,82
Female,8,50,Yes,5,5,48
Female,2,52,No,8,2,27
Female,1,70,No,7,3,45
Female,1,99,No,8,5,75
Male,6,64,Yes,6,3,54
Female,9,78,Yes,6,3,76
Male,7,49,No,7,5,44
Male,5,63,Yes,7,4,50
Male,2,40,Yes,5,3,17
Female,1,92,Yes,4,3,66
Male,2,64,No,5,5,42
Female,1,67,No,8,2,42
Female,3,75,Yes,4,2,56
Male,6,57,No,7,1,48
Female,8,45,Yes,6,2,40
Female,3,41,Yes,8,1,24
Male,9,42,No,5,1,38
Female,5,85,Yes,9,3,73
Female,7,47,Yes,9,2,40
Male,8,70,Yes,7,1,62
Male,3,87,Yes,4,4,65
Female,2,58,No,9,3,37
Female,2,89,Yes,4,3,68
Male,5,45,No,6,4,30
Female,1,53,Yes,7,4,31
Male,2,42,No,7,4,15
Female,9,87,Yes,8,2,89
Female,7,40,Yes,8,5,33
Female,6,83,No,4,2,72
Female,9,69,No,9,3,64
Female,7,85,Yes,9,5,78
Female,5,58,Yes,5,1,40
Female,9,93,Yes,4,5,91
Female,6,58,Yes,9,4,49
Female,6,48,Yes,8,2,38
Female,4,46,No,8,1,28
Female,1,85,No,8,2,62
Female,5,76,Yes,4,5,62
Female,9,89,No,7,1,89
Male,8,80,No,5,1,74
Female,8,92,Yes,5,2,85
Female,5,46,No,8,1,33
Female,9,48,Yes,6,3,41
Male,3,43,No,4,5,24
Female,3,64,No,9,4,47
Female,1,88,No,9,5,65
Male,9,51,No,7,3,50
Female,6,45,No,8,1,35
Female,2,57,Yes,6,1,30
Male,8,79,No,8,2,76
Female,9,60,Yes,6,3,55
Female,9,54,No,5,5,49
Male,2,42,No,6,5,19
Female,2,41,No,5,1,15
Female,7,95,Yes,5,5,86
Male,4,94,No,4,5,77
Male,1,80,No,6,4,55
Female,8,79,Yes,7,1,77
Male,2,98,Yes,7,1,74
Male,3,43,Yes,6,5,23
Female,5,71,No,4,4,56
Female,3,41,No,7,4,18
Female,7,85,No,8,5,76
Female,7,68,No,7,1,57
Male,2,41,Yes,4,5,13
Male,7,73,Yes,5,2,64
Female,6,66,No,5,5,54
Female,9,99,Yes,5,2,97
Female,9,93,Yes,4,4,89
Male,2,78,Yes,5,3,53
Male,7,83,No,5,1,74
Female,5,77,Yes,4,1,61
Female,6,57,No,8,3,41
Female,1,75,No,7,4,48
Male,7,58,No,4,3,48
Female,6,66,Yes,4,1,54
Male,4,84,Yes,6,3,67
Male,1,59,Yes,5,3,34
Female,9,60,Yes,9,4,60
Female,4,62,No,8,5,46
Male,2,69,No,9,4,45
Female,8,64,No,6,5,56
Male,2,70,Yes,8,1,49
Female,5,66,Yes,5,5,49
Male,6,73,Yes,9,4,65
Male,8,47,No,5,5,39
Female,1,58,No,5,2,33
Female,1,80,Yes,7,4,55
Male,4,65,No,8,5,50
Female,5,67,No,8,2,52
Female,9,43,Yes,6,5,43
Female,7,70,Yes,4,4,58
Male,7,55,No,5,4,45
Male,8,90,Yes,5,5,81
Female,5,49,No,9,2,36
Male,5,77,Yes,6,2,64
Female,1,87,No,8,3,57
Female,9,49,Yes,7,2,46
Female,6,84,Yes,8,3,76
Male,9,48,Yes,7,2,43
Female,3,78,No,7,4,58
Female,5,75,No,8,2,61
Female,2,90,Yes,9,5,72
Male,5,97,No,5,3,82
Female,8,75,No,7,4,69
Male,2,58,Yes,9,4,35
Male,8,99,Yes,6,2,91
Male,4,58,Yes,6,5,40
Female,1,51,No,7,3,26
Male,5,52,Yes,5,2,34
Male,1,64,No,7,5,35
Male,7,75,No,6,3,67
Male,8,64,No,6,1,60
Female,3,67,Yes,8,1,48
Male,3,81,Yes,5,2,62
Male,7,92,No,8,3,84
Male,4,78,No,9,1,67
Male,3,69,Yes,9,1,50
Male,8,44,Yes,9,5,42
Female,3,56,Yes,4,1,37
Female,7,57,Yes,9,3,50
Male,2,82,Yes,7,4,61
Male,1,86,Yes,8,5,61
Female,6,60,Yes,9,1,48
Female,8,61,Yes,5,3,56
Female,1,78,Yes,9,5,54
Female,9,89,No,7,2,86
Female,3,97,Yes,7,4,77
Male,3,96,Yes,7,1,77
Male,4,45,No,7,3,25
Male,1,89,Yes,7,2,67
Female,9,55,Yes,5,1,51
Female,3,41,No,4,2,20
Male,4,90,Yes,6,1,74
Female,1,40,No,4,1,12
Female,4,96,No,6,1,78
Female,1,69,Yes,8,5,48
Male,5,97,No,7,3,79
Male,5,82,No,8,1,66
Male,7,91,No,8,3,82
Female,8,76,No,6,5,67
Female,4,87,Yes,5,1,75
Female,7,62,No,7,2,52
Female,4,40,No,9,1,25
Male,3,58,Yes,8,2,39
Male,6,85,No,4,4,66
Male,4,42,Yes,7,2,24
Female,3,41,No,5,5,17
Male,9,95,Yes,7,4,93
Female,5,76,No,9,2,62
Female,7,56,Yes,9,5,47
Female,6,67,No,8,2,55
Female,5,57,Yes,4,4,41
Female,7,72,Yes,8,1,67
Male,6,54,Yes,5,5,43
Male,2,61,Yes,6,2,42
